PARTY_NATIONALITY,BILL_AMOUNT,PAYMENT_TRANSACTIONS,PARTY_REV,PREPAID_LINES,OTHER_LINES,STATUS,MOUS_TO_LOCAL_MOBILES,MOUS_FROM_LOCAL_MOBILES,MOUS_TO_LOCAL_LANDLINES,MOUS_FROM_LOCAL_LANDLINES,MOUS_TO_INT_NUMBER,MOUS_FROM_INT_NUMBER,DATA_IN_BNDL,Years_stayed
-0.5573342790670132,1.4877540479288311,-0.47465162852229154,0.22089589095057516,-0.02515724253346901,0.13998650147865008,-0.22082221663194934,0.6775592659543188,-0.312992552950703,0.43665308066959835,0.29903220605410386,0.7929763665652597,1.383932011806807,0.04326666997369888,3.1835810979473664
-0.5573342790670132,0.1349788879036012,-0.47465162852229154,0.23594430427265253,0.6702761595725003,0.13998650147865008,-0.22082221663194934,-0.2596839073924766,-0.39747291217228553,-0.24514511783051457,-0.2036042582409331,-0.4017012006038315,-0.19212898503397033,-0.017525305742115405,3.1835810979473664
-0.5573342790670132,-0.8941228428996618,-0.47465162852229154,-0.013299843964015621,-0.02515724253346901,0.012829784577195106,-0.22082221663194934,-0.4360921897062773,-0.4329141874030385,-0.4451478973525059,-0.30150692637962656,-0.44634979541282777,-0.19212898503397033,-0.31250300267478315,3.1835810979473664
-0.5573342790670132,0.05012022216848592,-0.47465162852229154,0.03327135025940675,0.14870110799302333,0.2671432183801051,-0.22082221663194934,-0.11576780131497144,0.09728327593573931,-0.37593112206751345,-0.1684842798405422,-0.44634979541282777,-0.19212898503397033,-0.20526493274219268,3.1835810979473664
-0.5573342790670132,0.6261373569463089,-0.47465162852229154,-0.037607025664295274,-0.37287394358645365,0.012829784577195106,-0.22082221663194934,-0.20343955658371946,0.18944062681891494,0.008908963739869716,-0.062499433991675735,-0.4180840020259192,-0.06644293030952093,-0.19776753979603426,3.1835810979473664
-0.5573342790670132,-0.9088170314860281,-0.47465162852229154,-0.077831965651525,-0.19901559305996133,0.012829784577195106,-0.22082221663194934,-0.4360921897062773,-0.4329141874030385,-0.4451478973525059,-0.30150692637962656,-0.44634979541282777,-0.19212898503397033,-0.31250605695814443,3.1835810979473664
-0.5082451829211542,1.6193245137615853,-0.47465162852229154,-0.018581236875410374,-0.37287394358645365,0.012829784577195106,-0.22082221663194934,0.17604621362851136,-0.3528828037413334,0.7553872574969326,0.42351440707470644,2.760965848327347,1.4811105032809067,0.15848222274898688,3.1835810979473664
-0.5573342790670132,0.3801296041468283,-0.47465162852229154,0.04066677011075216,-0.02515724253346901,0.012829784577195106,-0.22082221663194934,0.40554889691283474,1.0351139435802803,1.8326543350129854,0.32315375705508403,-0.02791120335747945,-0.18889906407457108,-0.06460258938033703,3.1835810979473664
-0.5573342790670132,0.30990874036761645,-0.47465162852229154,0.015084694347548742,-0.02515724253346901,0.13998650147865008,-0.22082221663194934,0.22109382372706535,-0.23179038624692483,0.44041204412140494,0.22750076724808824,-0.40218176277887946,0.41074278360520433,-0.26935645081012993,3.1835810979473664
-0.5573342790670132,0.2668604894438624,-0.47465162852229154,-0.03476128650490802,-0.02515724253346901,0.012829784577195106,-0.22082221663194934,-0.17561130255509164,-0.3462427913455765,0.4514296956180799,-0.15198663874142618,-0.44634979541282777,-0.19212898503397033,-0.06561393531734674,3.1835810979473664
-0.5573342790670132,-0.6572208419903149,-0.47465162852229154,0.19491534269311483,-0.37287394358645365,0.012829784577195106,-0.22082221663194934,-0.1708031925027161,-0.36559416248384036,-0.02686599876698029,-0.18985622399166976,-0.4389229254348147,-0.19212898503397033,-0.1577539263590231,3.1835810979473664
-0.4591560867752952,-0.3707349030457337,-0.47465162852229154,-0.08390504128193307,-0.19901559305996133,-0.11432693232425989,-0.22082221663194934,-0.2532841853619791,-0.1565759385297487,-0.270939384275671,-0.2777603217672626,0.16374572954571676,-0.19212898503397033,-0.296781282769636,3.1835810979473664
-0.4591560867752952,0.3707520118826737,0.8934714142053137,-0.07189053471652006,-0.37287394358645365,-0.11432693232425989,-0.22082221663194934,-0.23635320498146878,0.11720331312301015,-0.18720523290094226,0.08885392487975978,3.5470781917648018,0.26076210601223004,-0.31250605695814443,3.1835810979473664
-0.5573342790670132,-0.9798030140045075,-0.47465162852229154,0.1338508929387472,-0.19901559305996133,0.2671432183801051,-0.22082221663194934,-0.4360921897062773,-0.4329141874030385,-0.4451478973525059,-0.30150692637962656,-0.44634979541282777,-0.19212898503397033,-0.31250605695814443,3.1835810979473664
-0.5573342790670132,1.4286382194131924,-0.47465162852229154,0.005581144785053601,-0.37287394358645365,-0.11432693232425989,-0.22082221663194934,0.39888852762459603,1.8195553072412272,0.4395047081157965,0.43730410203381603,-0.44634979541282777,-0.18763518196002354,-0.2408699354481763,3.1835810979473664
-0.5573342790670132,0.9645360290617576,-0.47465162852229154,0.17766707484258917,1.017992860625485,-0.11432693232425989,-0.22082221663194934,-0.07179605436539192,-0.377586325929074,0.40217431245647484,-0.169775761845776,-0.44342273489208145,-0.19212898503397033,-0.21923103604069077,3.1835810979473664
-0.5573342790670132,-0.2982706934749226,3.6297174996605244,0.008590827427694627,-0.02515724253346901,0.13998650147865008,-0.22082221663194934,-0.03975862440855992,-0.3028067404846677,0.4367827000989711,-0.28367614256543044,-0.44634979541282777,-0.19212898503397033,-0.31135502846261254,3.1835810979473664
-0.5573342790670132,-0.3101890811523238,-0.47465162852229154,-0.07009178366737955,0.14870110799302333,0.012829784577195106,-0.22082221663194934,-0.24778286451773862,-0.4059694519633296,0.16406342069892582,-0.22385136322621182,-0.3477034871166306,-0.12500280161689006,-0.30976613208923715,3.1835810979473664
-0.5573342790670132,-0.89292619958493,-0.47465162852229154,0.17738945060173042,0.8441345100989927,0.13998650147865008,-0.22082221663194934,-0.4360921897062773,-0.4329141874030385,-0.4451478973525059,-0.30150692637962656,-0.44634979541282777,-0.19212898503397033,-0.31250605695814443,3.1835810979473664
